action_type	serialized_occurrences	source_candidates	resolution
HutongGames.PlayMaker.Actions.GetDifferenceBetweenFloats	108	"[""Assets/Scripts/Assembly-CSharp/HutongGames/PlayMaker/Actions/GetDifferenceBetweenFloats.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.GetDirection2D	111	"[""Assets/Scripts/Assembly-CSharp/HutongGames/PlayMaker/Actions/GetDirection2D.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.GetDirectionBetweenAngles	45	"[""Assets/Scripts/Assembly-CSharp/HutongGames/PlayMaker/Actions/GetDirectionBetweenAngles.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.GetDistance	1906	"[""Assets/PlayMaker/Actions/GameObject/GetDistance.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.GetDistanceV2	235	"[""Assets/Scripts/Assembly-CSharp/HutongGames/PlayMaker/Actions/GetDistanceV2.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.GetEventSender	127	"[""Assets/Scripts/ThirdParty/HutongGames/PlayMaker/Actions/GetEventSender.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.GetFastTravelScene	16	"[""Assets/Scripts/Assembly-CSharp/HutongGames/PlayMaker/Actions/GetFastTravelScene.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.GetFsmBool	1114	"[""Assets/PlayMaker/Actions/StateMachine/GetFsmBool.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.GetFsmFloat	338	"[""Assets/PlayMaker/Actions/StateMachine/GetFsmFloat.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.GetFsmGameObject	35	"[""Assets/PlayMaker/Actions/StateMachine/GetFsmGameObject.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.GetFsmInt	136	"[""Assets/PlayMaker/Actions/StateMachine/GetFsmInt.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.GetFsmString	25	"[""Assets/PlayMaker/Actions/StateMachine/GetFsmString.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.GetFsmVector2	17	"[""Assets/PlayMaker/Actions/StateMachine/GetFsmVector2.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.GetFsmVector3	99	"[""Assets/PlayMaker/Actions/StateMachine/GetFsmVector3.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.GetGrandParent	406	"[""Assets/Scripts/Assembly-CSharp/HutongGames/PlayMaker/Actions/GetGrandParent.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.GetGrandparent	1568	"[""Assets/Scripts/Assembly-CSharp/HutongGames/PlayMaker/Actions/GetGrandParent.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.GetGravity2dScale	151	"[""Assets/Scripts/Assembly-CSharp/HutongGames/PlayMaker/Actions/GetGravity2dScale.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.GetGroundPointClampedToEdge	32	"[""Assets/Scripts/Assembly-CSharp/HutongGames/PlayMaker/Actions/GetGroundPointClampedToEdge.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.GetGuidReferenceHolderGameObject	16	"[""Assets/Scripts/Assembly-CSharp/HutongGames/PlayMaker/Actions/GetGuidReferenceHolderGameObject.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.GetHP	192	"[""Assets/Scripts/ProjectCode/FSM/01_Project_Actions/Hollow_Knight/GetHP.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.GetHPEveryFrame	6	"[""Assets/Scripts/ProjectCode/FSM/01_Project_Actions/Hollow_Knight/GetHPEveryFrame.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.GetHeroAttackObject	6	"[""Assets/Scripts/Assembly-CSharp/HutongGames/PlayMaker/Actions/GetHeroAttackObject.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.GetHeroCState	1836	"[""Assets/Scripts/Assembly-CSharp/HutongGames/PlayMaker/Actions/GetHeroCState.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.GetHeroCStateEvent	103	"[""Assets/Scripts/Assembly-CSharp/HutongGames/PlayMaker/Actions/GetHeroCStateEvent.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.GetHeroConfigVariable	10	"[""Assets/Scripts/Assembly-CSharp/HutongGames/PlayMaker/Actions/GetHeroConfigVariable.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.GetHorizontallyClosestGameObject	1	"[""Assets/Scripts/Assembly-CSharp/HutongGames/PlayMaker/Actions/GetHorizontallyClosestGameObject.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.GetInventoryPaneCount	35	"[""Assets/Scripts/Assembly-CSharp/HutongGames/PlayMaker/Actions/GetInventoryPaneCount.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.GetIsCrestUnlocked	27	"[""Assets/Scripts/Assembly-CSharp/HutongGames/PlayMaker/Actions/GetIsCrestUnlocked.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.GetIsHeroInputBlocked	1	"[""Assets/Scripts/Assembly-CSharp/HutongGames/PlayMaker/Actions/GetIsHeroInputBlocked.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.GetIsInteractableActive	288	"[""Assets/Scripts/Assembly-CSharp/HutongGames/PlayMaker/Actions/GetIsInteractableActive.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.GetIsInteractionQueued	2	"[""Assets/Scripts/Assembly-CSharp/HutongGames/PlayMaker/Actions/GetIsInteractionQueued.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.GetIsRecoiling	18	"[""Assets/Scripts/Assembly-CSharp/HutongGames/PlayMaker/Actions/GetIsRecoiling.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.GetLanguageString	770	"[""Assets/Scripts/MixedIntegrations/PlayMakerActions/GetLanguageString.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.GetLayer	153	"[""Assets/PlayMaker/Actions/GameObject/GetLayer.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.GetLocalisedString	19	[]	no_loose_source_match
HutongGames.PlayMaker.Actions.GetMaterialColor	904	"[""Assets/Scripts/ThirdParty/HutongGames/PlayMaker/Actions/GetMaterialColor.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.GetMeshRendererBounds	10	"[""Assets/Scripts/ThirdParty/HutongGames/PlayMaker/Actions/GetMeshRendererBounds.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.GetMiddleObjectX	1	"[""Assets/Scripts/Assembly-CSharp/HutongGames/PlayMaker/Actions/GetMiddleObjectX.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.GetName	333	"[""Assets/PlayMaker/Actions/GameObject/GetName.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.GetNextChild	9	"[""Assets/PlayMaker/Actions/GameObject/GetNextChild.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.GetOwner	3956	"[""Assets/PlayMaker/Actions/GameObject/GetOwner.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.GetParent	6143	"[""Assets/PlayMaker/Actions/GameObject/GetParent.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.GetPersistentBool	21	"[""Assets/Scripts/ProjectCode/FSM/01_Project_Actions/Hollow_Knight/GetPersistentBool.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.GetPersistentBoolFromSaveData	8	"[""Assets/Scripts/ProjectCode/FSM/01_Project_Actions/General/GetPersistentBoolFromSaveData.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.GetPersistentIntFromSaveData	4	"[""Assets/Scripts/Assembly-CSharp/HutongGames/PlayMaker/Actions/GetPersistentIntFromSaveData.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.GetPlayerDataBool	503	"[""Assets/Scripts/MixedIntegrations/PlayMakerActions/GetPlayerDataBool.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.GetPlayerDataFloat	5	"[""Assets/Scripts/MixedIntegrations/PlayMakerActions/GetPlayerDataFloat.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.GetPlayerDataInt	260	"[""Assets/Scripts/MixedIntegrations/PlayMakerActions/GetPlayerDataInt.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.GetPlayerDataString	3	"[""Assets/Scripts/MixedIntegrations/PlayMakerActions/GetPlayerDataString.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.GetPlayerDataVariable	759	"[""Assets/Scripts/Assembly-CSharp/HutongGames/PlayMaker/Actions/GetPlayerDataVariable.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.GetPoisonTintColour	4	"[""Assets/Scripts/Assembly-CSharp/HutongGames/PlayMaker/Actions/GetPoisonTintColour.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.GetPosition	13398	"[""Assets/PlayMaker/Actions/Transform/GetPosition.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.GetPosition2D	2869	"[""Assets/Scripts/ThirdParty/HutongGames/PlayMaker/Actions/GetPosition2D.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.GetPosition2d	1719	"[""Assets/PlayMaker/Actions/Transform/GetPosition2d.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.GetPosition2dAs3d	24	"[""Assets/Scripts/Assembly-CSharp/HutongGames/PlayMaker/Actions/GetPosition2dAs3d.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.GetPositionAtDistance	2	"[""Assets/Scripts/Assembly-CSharp/HutongGames/PlayMaker/Actions/GetPositionAtDistance.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.GetProperty	290	"[""Assets/PlayMaker/Actions/UnityObject/GetProperty.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.GetRandomAudioClipFromTable	591	"[""Assets/Scripts/Assembly-CSharp/HutongGames/PlayMaker/Actions/GetRandomAudioClipFromTable.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.GetRandomChild	788	"[""Assets/PlayMaker/Actions/GameObject/GetRandomChild.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.GetRandomChildOffScreen	11	"[""Assets/Scripts/Assembly-CSharp/HutongGames/PlayMaker/Actions/GetRandomChildOffScreen.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.GetRandomChildSceneSeed	33	"[""Assets/Scripts/Assembly-CSharp/HutongGames/PlayMaker/Actions/GetRandomChildSceneSeed.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.GetRandomObject	57	"[""Assets/PlayMaker/Actions/GameObject/GetRandomObject.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.GetRotation	1617	"[""Assets/PlayMaker/Actions/Transform/GetRotation.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.GetScale	2852	"[""Assets/PlayMaker/Actions/Transform/GetScale.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.GetSceneDimensions	26	"[""Assets/Scripts/Assembly-CSharp/HutongGames/PlayMaker/Actions/GetSceneDimensions.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.GetSceneName	7	"[""Assets/PlayMaker/Actions/SceneManager/GetSceneName.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.GetShopObject	9	"[""Assets/Scripts/Assembly-CSharp/HutongGames/PlayMaker/Actions/GetShopObject.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.GetSilk	210	"[""Assets/Scripts/Assembly-CSharp/HutongGames/PlayMaker/Actions/GetSilk.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.GetSilkV2	1	"[""Assets/Scripts/Assembly-CSharp/HutongGames/PlayMaker/Actions/GetSilkV2.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.GetSpeed2d	568	"[""Assets/PlayMaker/Actions/Physics2D/GetSpeed2d.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.GetSpriteColor	14	"[""Assets/PlayMaker/Actions/SpriteRenderer/GetSpriteColor.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.GetTag	461	"[""Assets/PlayMaker/Actions/GameObject/GetTag.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.GetToolEquipInfo	11	"[""Assets/Scripts/Assembly-CSharp/HutongGames/PlayMaker/Actions/GetToolEquipInfo.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.GetTrackTriggerClosestObject	51	"[""Assets/Scripts/Assembly-CSharp/HutongGames/PlayMaker/Actions/GetTrackTriggerClosestObject.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.GetTrackTriggerCount	4	"[""Assets/Scripts/Assembly-CSharp/HutongGames/PlayMaker/Actions/GetTrackTriggerCount.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.GetTubeTravelScene	7	"[""Assets/Scripts/Assembly-CSharp/HutongGames/PlayMaker/Actions/GetTubeTravelScene.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.GetVector2Length	54	"[""Assets/PlayMaker/Actions/Vector2/GetVector2Length.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.GetVector2XY	988	"[""Assets/PlayMaker/Actions/Vector2/GetVector2XY.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.GetVector3XYZ	591	"[""Assets/PlayMaker/Actions/Vector3/GetVector3XYZ.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.GetVelocity	9	"[""Assets/PlayMaker/Actions/Physics/GetVelocity.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.GetVelocity2d	2417	"[""Assets/PlayMaker/Actions/Physics2D/GetVelocity2d.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.GetVelocity2dNotZero	9	"[""Assets/Scripts/Assembly-CSharp/HutongGames/PlayMaker/Actions/GetVelocity2dNotZero.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.GetVelocity2dNotZeroV2	1	"[""Assets/Scripts/Assembly-CSharp/HutongGames/PlayMaker/Actions/GetVelocity2dNotZeroV2.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.GetVelocityAsAngle	32	"[""Assets/Scripts/ThirdParty/HutongGames/PlayMaker/Actions/GetVelocityAsAngle.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.GetWasButtonPressedQueued	10	"[""Assets/Scripts/Assembly-CSharp/HutongGames/PlayMaker/Actions/GetWasButtonPressedQueued.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.GetXDistance	1455	"[""Assets/Scripts/ThirdParty/HutongGames/PlayMaker/Actions/GetXDistance.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.GetYDistance	157	"[""Assets/Scripts/ThirdParty/HutongGames/PlayMaker/Actions/GetYDistance.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.GotoPreviousState	21	"[""Assets/PlayMaker/Actions/StateMachine/GotoPreviousState.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.HarpoonDashRayCheck	2	"[""Assets/Scripts/Assembly-CSharp/HutongGames/PlayMaker/Actions/HarpoonDashRayCheck.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.HasComponent	1899	"[""Assets/PlayMaker/Actions/GameObject/HasComponent.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.HasTakenDamage	161	"[""Assets/Scripts/Assembly-CSharp/HutongGames/PlayMaker/Actions/HasTakenDamage.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.HeroAddExtraAirMoveVelocity	1	"[""Assets/Scripts/Assembly-CSharp/HutongGames/PlayMaker/Actions/HeroAddExtraAirMoveVelocity.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.HeroAddExtraAirMoveVelocityV2	1	"[""Assets/Scripts/Assembly-CSharp/HutongGames/PlayMaker/Actions/HeroAddExtraAirMoveVelocityV2.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.HeroBoxControl	8	"[""Assets/Scripts/Assembly-CSharp/HutongGames/PlayMaker/Actions/HeroBoxControl.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.HeroBoxControlV2	4	"[""Assets/Scripts/Assembly-CSharp/HutongGames/PlayMaker/Actions/HeroBoxControlV2.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.HeroChargeEffectRespond	4	"[""Assets/Scripts/Assembly-CSharp/HutongGames/PlayMaker/Actions/HeroChargeEffectRespond.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.HeroChargeEffectStart	3	"[""Assets/Scripts/Assembly-CSharp/HutongGames/PlayMaker/Actions/HeroChargeEffectStart.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.HeroCheckForBump	12	"[""Assets/Scripts/Assembly-CSharp/HutongGames/PlayMaker/Actions/HeroCheckForBump.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.HeroCheckForBumpV2	3	"[""Assets/Scripts/Assembly-CSharp/HutongGames/PlayMaker/Actions/HeroCheckForBumpV2.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.HeroCheckForBumpVertical	2	"[""Assets/Scripts/Assembly-CSharp/HutongGames/PlayMaker/Actions/HeroCheckForBumpVertical.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.HeroClampFallVelocity	2	"[""Assets/Scripts/Assembly-CSharp/HutongGames/PlayMaker/Actions/HeroClampFallVelocity.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.HeroClampFallVelocityV2	11	"[""Assets/Scripts/Assembly-CSharp/HutongGames/PlayMaker/Actions/HeroClampFallVelocityV2.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.HeroControllerMethods	1639	"[""Assets/Scripts/Assembly-CSharp/HutongGames/PlayMaker/Actions/HeroControllerMethods.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.HeroFaceInstant	4	"[""Assets/Scripts/Assembly-CSharp/HutongGames/PlayMaker/Actions/HeroFaceInstant.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.HeroGetWarriorCrestState	4	"[""Assets/Scripts/Assembly-CSharp/HutongGames/PlayMaker/Actions/HeroGetWarriorCrestState.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.HeroInvulnerability	8	"[""Assets/Scripts/Assembly-CSharp/HutongGames/PlayMaker/Actions/HeroInvulnerability.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.HeroLockState	27	"[""Assets/Scripts/Assembly-CSharp/HutongGames/PlayMaker/Actions/HeroLockState.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.HeroMaintainWallDistance	1	"[""Assets/Scripts/Assembly-CSharp/HutongGames/PlayMaker/Actions/HeroMaintainWallDistance.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.HeroPlayLookUpAnim	5	"[""Assets/Scripts/Assembly-CSharp/HutongGames/PlayMaker/Actions/HeroPlayLookUpAnim.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.HeroRegenGainHealth	1	"[""Assets/Scripts/Assembly-CSharp/HutongGames/PlayMaker/Actions/HeroRegenGainHealth.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.HeroRegenGainSilk	2	"[""Assets/Scripts/Assembly-CSharp/HutongGames/PlayMaker/Actions/HeroRegenGainSilk.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.HeroRelinquishControlDynamic	5	"[""Assets/Scripts/Assembly-CSharp/HutongGames/PlayMaker/Actions/HeroRelinquishControlDynamic.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.HeroStealEnemyCurrency	2	"[""Assets/Scripts/Assembly-CSharp/HutongGames/PlayMaker/Actions/HeroStealEnemyCurrency.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.HeroTalkAnimationSetBlocked	3	"[""Assets/Scripts/Assembly-CSharp/HutongGames/PlayMaker/Actions/HeroTalkAnimationSetBlocked.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.HeroTurnToFace	23	"[""Assets/Scripts/Assembly-CSharp/HutongGames/PlayMaker/Actions/HeroTurnToFace.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.HeroTurnToFaceV2	1	"[""Assets/Scripts/Assembly-CSharp/HutongGames/PlayMaker/Actions/HeroTurnToFaceV2.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.HeroWallJumpBrollyCheck	2	"[""Assets/Scripts/Assembly-CSharp/HutongGames/PlayMaker/Actions/HeroWallJumpBrollyCheck.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.HideNPCTitle	192	"[""Assets/Scripts/Assembly-CSharp/HutongGames/PlayMaker/Actions/HideNPCTitle.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.HideNpcDialogueTitle	22	"[""Assets/Scripts/Assembly-CSharp/HutongGames/PlayMaker/Actions/HideNpcDialogueTitle.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.IdleBuzz	63	"[""Assets/Scripts/MixedIntegrations/PlayMakerActions/IdleBuzz.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.IdleBuzzV2	206	"[""Assets/Scripts/MixedIntegrations/PlayMakerActions/IdleBuzzV2.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.IdleBuzzV3	1308	"[""Assets/Scripts/MixedIntegrations/PlayMakerActions/IdleBuzzV3.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.IdleBuzzV4	342	"[""Assets/Scripts/Assembly-CSharp/HutongGames/PlayMaker/Actions/IdleBuzzV4.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.IgnoreCollisions	1	"[""Assets/Scripts/Assembly-CSharp/HutongGames/PlayMaker/Actions/IgnoreCollisions.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.IncrementPlayerDataInt	19	"[""Assets/Scripts/MixedIntegrations/PlayMakerActions/IncrementPlayerDataInt.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.InstaDeath	396	"[""Assets/Scripts/ProjectCode/FSM/01_Project_Actions/Hollow_Knight/InstaDeath.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.IntAdd	2150	"[""Assets/PlayMaker/Actions/Math/IntAdd.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.IntAddDelay	22	"[""Assets/Scripts/Assembly-CSharp/HutongGames/PlayMaker/Actions/IntAddDelay.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.IntAddV2	58	"[""Assets/Scripts/ThirdParty/HutongGames/PlayMaker/Actions/IntAddV2.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.IntAddWrapped	26	"[""Assets/Scripts/Assembly-CSharp/HutongGames/PlayMaker/Actions/IntAddWrapped.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.IntClamp	118	"[""Assets/PlayMaker/Actions/Math/IntClamp.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.IntCompare	3587	"[""Assets/PlayMaker/Actions/Logic/IntCompare.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.IntCompareToBool	136	"[""Assets/Scripts/ThirdParty/HutongGames/PlayMaker/Actions/IntCompareToBool.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.IntOperator	340	"[""Assets/PlayMaker/Actions/Math/IntOperator.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.IntSubtract	1	"[""Assets/PlayMaker/Actions/Math/IntSubtract.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.IntSwitch	241	"[""Assets/PlayMaker/Actions/Logic/IntSwitch.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.IntSwitchToArray	1	"[""Assets/Scripts/Assembly-CSharp/HutongGames/PlayMaker/Actions/IntSwitchToArray.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.IntSwitchWait	5	"[""Assets/Scripts/Assembly-CSharp/HutongGames/PlayMaker/Actions/IntSwitchWait.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.IntTestToBool	117	"[""Assets/Scripts/ThirdParty/HutongGames/PlayMaker/Actions/IntTestToBool.cs""]"	exact_declared_type
